ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
14|4|3666|125|175601|179267|53952|62660|21159|10208|6705|15642|5150
31|3|4237|78|217711|221948|79663|73768|37361|9497|6459|5979|4906
25|6|4219|46|133980|138199|40415|58948|19449|6073|3420|2635|2994
21|15|3479|34|144309|147788|38216|43494|30659|8902|12755|7246|3003
31|2|4503|28|206787|211290|77080|85244|22435|11267|4426|2904|3403
11|13|4659|33|147638|152297|61545|39821|24518|9942|3503|2689|5587
7|1|9622|19|190211|199833|23590|47742|48305|47562|15150|6357|1486
8|1|3722|83|172523|176245|32439|66571|35911|12980|10222|7361|6956
13|2|4513|50|160760|165273|25788|64287|43294|7469|9377|4992|5503
30|10|3478|85|181776|185254|44666|37328|66405|6527|12220|10433|4112
14|17|5055|52|178545|183600|52681|70785|18759|9742|5513|15177|5836
25|3|4112|48|149307|153419|37325|68504|24470|8417|4231|3702|2610
14|18|5177|30|180158|185335|60729|66882|21931|6755|4223|14063|5545
26|3|2963|60|149019|151982|57429|47928|25285|6050|5139|4013|3115
2|3|2947|62|147674|150621|33976|48817|38000|7763|9399|5955|3702
15|14|3250|91|167941|171191|41751|52283|43367|9422|9512|7400|4115
9|10|3864|198|209031|212895|57139|52635|62730|8339|13697|10863|3430
9|3|3384|166|186237|189621|34557|42261|68727|7942|15963|13102|3519
7|4|7169|20|164394|171563|29438|46986|34986|33880|8611|5188|5285
8|2|2936|25|85391|88327|17778|34537|15642|6304|4722|3243|3140
15|39|3314|64|167683|170997|16789|61986|53808|11331|9458|10083|4164
8|9|6460|92|143855|150315|32500|84315|10807|7704|2868|1645|3924
11|4|5600|134|166526|172126|63965|64921|17356|9020|3526|2538|5066
2|6|2852|71|158936|161788|41516|50427|37083|9726|7810|7674|4629
5|3|3187|38|176847|180034|73490|61759|22436|6532|5655|3788|3149
19|11|2856|55|151197|154053|59312|43547|23990|5913|9452|3800|5128
8|6|3804|114|174463|178267|61945|63769|25283|7956|4809|4013|6574
21|11|3489|120|183539|187028|61620|37889|43409|9493|15615|10732|4661
9|26|3972|204|201039|205011|45837|45529|68654|7508|17823|12143|3341
15|1|5320|33|167621|172941|34756|87751|20784|10479|5756|5052|3010
14|14|3521|82|166825|170346|57588|51627|19802|9862|6268|16866|4730
22|2|6739|76|205719|212458|70136|73555|33373|9773|7608|5330|5868
9|21|2845|76|163326|166171|18004|36416|68017|7525|17814|12627|2847
5|6|3044|86|187396|190440|70258|53769|37822|6682|8142|5750|4887
15|2|3616|66|175646|179262|34783|69917|39161|10226|7507|10043|3943
8|3|2468|112|130886|133354|36824|40109|29591|6502|6695|5678|5375
1|1|4386|75|148082|152468|44735|57377|14369|8544|5985|2991|14006
14|3|5390|72|166827|172217|66134|71485|7492|8132|1913|7789|3810
29|1|4588|34|168856|173444|36977|57160|40008|11326|9928|7501|5922
20|6|5360|65|123033|128393|12933|33639|48619|5091|9987|11600|1099
14|2|4695|36|163319|168014|65864|65734|10413|10037|2076|5443|3716
21|3|4858|21|146761|151619|48751|49336|21323|9473|9613|5044|3200
1|3|4042|126|155344|159386|57346|48979|24218|7265|5361|4696|7353
26|6|4857|49|164106|168963|34741|63492|42135|7536|7780|6270|2103
9|5|2925|167|167186|170111|40766|35326|58295|5465|14474|9981|2712
9|20|3292|159|183087|186379|30428|40219|66921|7818|20168|13747|3627
15|15|3290|112|175326|178616|56875|50959|40827|8198|8368|6465|3522
7|7|6051|37|134595|140646|31637|36086|27361|22122|8868|4012|4472
22|4|4821|112|221930|226751|84711|68984|42623|7649|7130|6107|4614
15|12|4600|96|207613|212213|28663|73799|63977|13172|10929|11547|5430
9|6|3113|110|165969|169082|21983|37736|66391|7713|15864|12797|3375
